"country","specialty","state","respondentId","surveyStatus","lastInteraction","firstInteraction","studyId","title","Q1","Q3","Q4","Q5","Q6","Q7-1","Q7-2","Q7-3","Q14","Q15-7","Q16-7","Q17","Q18","Q19","Q25","Q28","Q29","Q15-14","Q15-16","Q16-14","Q16-16","Q22","Q2","Q15-2","Q15-12","Q15-13","Q16-2","Q16-12","Q16-13","Q11","Q21","Q12-7","Q13-7","Q8","Q9-8","Q9-16","Q10-8","Q10-16","Q20","Q12-9","Q12-10","Q12-12","Q13-9","Q13-10","Q13-12","Q15-9","Q15-10","Q16-9","Q16-10","Q12-14","Q12-16","Q13-14","Q13-16","Q23","Q15-6","Q16-6","Q12-2","Q13-2","Q12-8","Q13-8","Q15-8","Q16-8","Q9-14","Q10-14","Q24","Q12-11","Q13-11","Q26","Q27","Q12-4","Q13-4","Q12-6","Q13-6","Q15-4","Q16-4","Q9-1","Q10-1","Q9-3","Q9-6","Q10-3","Q10-6","Q12-1","Q13-1","Q9-10","Q10-10","Q15-15","Q16-15","Q15-1","Q16-1","Q9-7","Q9-11","Q9-12","Q10-7","Q10-11","Q10-12","Q15-11","Q16-11","Q9-15","Q10-15","Q12-13","Q13-13","Q9-2","Q10-2","Q9-13","Q10-13","Q15-5","Q16-5","Q9-4","Q10-4","Q12-3","Q12-5","Q13-3","Q13-5","Q12-15","Q13-15","Q9-17","Q10-17","Q9-9","Q10-9","Q15-3","Q16-3","Q9-5","Q10-5","Q12-17","Q13-17","Q15-17","Q16-17","label","WAVE","pulseId","surveyTime","treatment_setting","efficacy_overall_1","efficacy_overall_2","efficacy_overall_3","efficacy_overall_4","efficacy_overall_5","efficacy_overall_6","efficacy_overall_7","efficacy_overall_8","efficacy_overall_9","efficacy_overall_10","efficacy_overall_11","efficacy_overall_12","efficacy_overall_13","efficacy_overall_14","efficacy_overall_15","efficacy_overall_16","efficacy_overall_17","efficacy_overall_18","efficacy_overall_19","efficacy_overall_20","efficacy_overall_21","efficacy_overall_22","safety_overall_1","safety_overall_2","safety_overall_3","safety_overall_4","safety_overall_5","safety_overall_6","safety_overall_7","safety_overall_8","safety_overall_9","safety_overall_10","safety_overall_11","safety_overall_12","safety_overall_13","safety_overall_14","safety_overall_15","safety_overall_16","safety_overall_17","safety_overall_18","safety_overall_19","safety_overall_20","safety_overall_21","safety_overall_22","current_wave"
"US","General Practice (GP)","New Hampshire","98f5b855-4b7f-4bda-a653-dbe1431214f8","Completed","2020-04-30T19:44:17.528775","2020-04-30T19:05:23.619394","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","3","5","1","2,3",,"1","2","2","7","3","3",,"2","2","2","2,3,7,8","2",,,,,,"3",,,,,,,"7",,"3","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",38.89848333333334,4,,,,,,,"3",,,,,,,,,,,,,,,,,,,,,,"3",,,,,,,,,,,,,,,,0
"US","Internal Medicine","Pennsylvania","5c779cee-f0f6-4b1a-bfe2-b668d489bed0","Completed","2020-04-30T19:43:56.480573","2020-04-30T19:41:51.62468","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","1","2","3","1","3",,,,,,,"6",,,,"5,7","2",,,,,,"-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",2.0809333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"US","Psychiatry","West Virginia","e8c403ff-36bf-47ba-ab92-f87ec3cda07f","Completed","2020-04-30T19:30:44.591626","2020-04-30T19:25:33.869289","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","3","6","1","1,2","6","2","1","1",,,,"5","1","1","2","1,2,3,4,5,6,7","2",,,,,,"6",,,,,,,,,,,"8,16","2","3","5","5","4,6,7,11,15,20,21,22,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",5.1787,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"US","Infectious Diseases","California","91fd3d4f-fa0a-4680-85bd-7a9e18860351","Completed","2020-04-30T19:29:23.766635","2020-04-30T19:24:57.995723","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","3","3","3","1,2,3","2","1","5","5","7,9,10,12","2","3","6","2","1","2","1,3,5,7,8","2",,,,,"6,8,9,11","7",,"3",,,"3",,"7,9,10,12","6,9","2","3",,,,,,,"2","3","3","3","3","3","2","3","3","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",4.429516666666667,4,,,,,,,"3",,"3","3",,"3",,,,,,,,,,,,,,,,,"3",,"3","3",,"3",,,,,,,,,,,0
"US","Psychiatry","Connecticut","29dc9cd0-f466-4b8d-92bc-f6237b31e42e","Completed","2020-04-30T19:14:35.37301","2020-04-30T19:08:18.820934","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","2","3","3","1,2,3","2","1","3","1",,,,"3","3","1","2","2,3,4,5,7","2",,,,,,"0",,,,,,,"10,14,16","13,15,20,22,24",,,,,,,,,,"3",,,"6",,,,,,"2","2","3","4","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",6.275883333333334,3,,,,,,,,,,"3",,,,"2",,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"US","Rheumatology","Indiana","bd0a99ca-81bf-4392-a0e7-3f5d9ca1ee11","Completed","2020-04-30T19:02:59.218793","2020-04-30T19:01:27.925433","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","2","3","2","4",,,,,,,,,,,,"3,5,7,8","1",,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",1.5215500000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"US","Family Medicine / Practice (FP)","Florida","053cd3e6-421b-4d0f-9d8a-ff76e4e7637b","Completed","2020-04-30T18:51:54.650779","2020-04-30T18:49:56.874109","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","3","6","3","1","3",,,,,,,"1",,,,"1,2,3,4,5,7","2",,,,,,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",1.9629333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"US","Gastroenterology","Mississippi","dbdc4e88-db4b-435d-a0fe-382d64e9928c","Completed","2020-04-30T18:47:46.691684","2020-04-30T18:45:09.77591","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","3","3","3","4",,,,,,,,,,,,"1,8","2",,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",2.6152666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"US","Cardiology","Ohio","70ec8a7e-5894-4a1d-b3d7-afeb8ba8392a","Completed","2020-04-30T18:05:27.581369","2020-04-30T17:43:57.148261","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","3","5","1","1,2,3","3","7","7","4","6,10,14,16",,,"3","2","1","2","1,2,4,5,7","2","3","3","3","4","3,5,6,9,11,15,17,18,20,21","3",,,,,,,"14,16","3,5,6,9,11,15,20,21",,,"16",,"2",,"4","5,15",,,,,,,,"3",,"3","2","2","3","4",,"2","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",21.507216666666668,2,,,,,,,,,,,,,,"2",,"2",,,,,,,,,,,,"2",,,,"3",,,,"3",,"3",,,,,,,0
"US","Emergency Medicine","California","6287f218-8ea8-41dd-96c4-65b899c187bf","Completed","2020-04-30T18:01:42.095921","2020-04-30T17:58:40.087359","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","4","2","3","1","3",,,,,,,"6",,,,"1,2,3,4,5,6,7","1",,,,,,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",3.033466666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"US","Emergency Medicine","Florida","eb5c398f-6db8-4c71-9d9c-c0c22d7365cf","Completed","2020-04-30T17:27:14.051185","2020-04-30T17:24:49.306814","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","2","3","3","1,2","3","7","1","1",,,,"3","1","2","2","3,5,7","1",,,,,,"0",,,,,,,,,,,"18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",2.4124166666666667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"US","Physical Medicine & Rehabilitation (Physiatry)","North Carolina","42b2fc42-0ef8-40e7-93f1-4823857a957a","Completed","2020-04-30T17:08:18.814033","2020-04-30T17:05:10.180674","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","3","1","3","4",,,,,,,,,,,,"1,2,3,4,5,6,7,8","1",,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",3.1439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"US","General Surgery","New Jersey","092732c7-3eb9-49b2-89f8-46233943f73d","Completed","2020-04-30T16:07:25.698891","2020-04-30T16:03:16.643293","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","2","3","3","1,2,3","1","1","7","7","18",,,"5","2","1","2","1,2,3,4,5,6,7,8","2",,,,,"6,11,15,17,18,20,22","0",,,,,,,"2,7,12,14,16","6,15,17,18,20,22","2","3",,,,,,,,,"2",,,"3",,,,,"1","1","3","4",,,,"1","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",4.150916666666666,4,,"3",,,,,"3",,,,,"3",,"3",,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"US","Radiology","New York","cec5e660-dcfb-44a9-a997-792d0a0941be","Completed","2020-04-30T16:04:04.673195","2020-04-30T16:02:14.62932","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","1","3","3","1","4",,,,,,,"3",,,,"1,2,3,4,5,7","2",,,,,,"-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",1.8340666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"US","Ophthalmology","Missouri","934edb78-d1dd-4122-991f-11c807e5f6e4","Completed","2020-04-30T15:59:35.477514","2020-04-30T15:58:24.245096","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","2","2","1","3",,,,,,,,,,,,"1,2,3,4,5,7","2",,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",1.1872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"US","Family Medicine / Practice (FP)","Ohio","dc752408-13f7-4fae-b3fd-738fdcb7203f","Completed","2020-04-30T15:43:04.325093","2020-04-30T15:41:22.719589","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","3","6","2","4",,,,,,,,,,,,"1,2,3,4,5,6,7,8","1",,,,,,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",1.6934333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"US","Internal Medicine","Tennessee","8230237b-c352-4485-b109-710bbcac77c5","Completed","2020-04-30T14:58:18.569965","2020-04-30T14:54:38.312882","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","2","2","3","1,2,3","2","2","3","3","12,16",,,"5","have already backed away from ""early intubation""","2","2","3,5,6,7","2",,"3",,"4",,"0",,"3",,,"5",,"18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",3.67095,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5",,,,"4",,,,,,,0
"US","Neurology","New York","1f82470a-29cb-439f-a69b-35b4ac465c34","Completed","2020-04-30T14:53:29.815561","2020-04-30T14:14:07.938483","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","3","4","1","2",,"1","2","1",,,,,"2","2","2","1,2,3,4,5,7","2",,,,,,"2",,,,,,,"18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",39.36461666666666,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"US","Oncology - Clinical Oncology / Radiation Oncology","California","63c627ab-6207-4e49-b139-dab169ea032f","Completed","2020-04-30T14:51:18.633149","2020-04-30T14:50:08.104654","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","2","3","4","4",,,,,,,,,,,,"1,2,3,4,5,6,7","1",,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",1.1754833333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"US","Oncology - Clinical Oncology / Radiation Oncology","Florida","9ed52877-f286-4c8f-af72-ff5025655511","Completed","2020-04-30T14:39:02.814144","2020-04-30T14:38:05.831344","a465c657-0c65-45f2-bf24-377542993cb6","COVID-19 Global Study: What’s Your Perspective?","1","4","1","4",,,,,,,,,,,,"1,2,3,4,5,6,7,8","2",,,,,,"-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave6_en",6,"a465c657-0c65-45f2-bf24-377542993cb6",0.9497166666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
