"country","specialty","state","respondentId","surveyStatus","lastInteraction","firstInteraction","studyId","title","Q1","Q3","Q4","Q5","Q6","Q7-1","Q7-2","Q7-3","Q8","Q11","Q12-16","Q13-16","Q14","Q15-16","Q16-16","Q20","Q21","Q22","Q24","Q25","Q26","Q27","Q28","Q29","Q30","Q31","Q32","Q2","Q23","Q9-1","Q9-6","Q10-1","Q10-6","Q12-7","Q13-7","Q15-7","Q16-7","Q17","Q18","Q19","Q9-16","Q10-16","Q12-10","Q12-14","Q13-10","Q13-14","Q15-10","Q16-10","Q12-11","Q12-12","Q13-11","Q13-12","Q15-11","Q15-12","Q16-11","Q16-12","Q9-12","Q9-14","Q10-12","Q10-14","Q12-1","Q12-17","Q13-1","Q13-17","Q15-14","Q16-14","Q9-8","Q10-8","Q15-4","Q16-4","Q9-7","Q9-11","Q10-7","Q10-11","Q12-2","Q13-2","Q12-6","Q13-6","Q15-1","Q15-2","Q15-5","Q15-13","Q16-1","Q16-2","Q16-5","Q16-13","Q9-2","Q9-3","Q10-2","Q10-3","Q12-3","Q12-13","Q13-3","Q13-13","Q9-13","Q10-13","Q12-8","Q13-8","Q15-8","Q16-8","Q12-9","Q13-9","Q15-9","Q16-9","Q15-6","Q16-6","Q9-10","Q10-10","Q15-15","Q16-15","Q12-4","Q13-4","Q12-15","Q13-15","Q15-3","Q16-3","Q12-5","Q13-5","Q9-5","Q10-5","Q9-9","Q10-9","Q9-15","Q10-15","Q9-4","Q10-4","Q9-17","Q10-17","Q15-17","Q16-17","label","WAVE","pulseId","surveyTime","treatment_setting","efficacy_overall_1","efficacy_overall_2","efficacy_overall_3","efficacy_overall_4","efficacy_overall_5","efficacy_overall_6","efficacy_overall_7","efficacy_overall_8","efficacy_overall_9","efficacy_overall_10","efficacy_overall_11","efficacy_overall_12","efficacy_overall_13","efficacy_overall_14","efficacy_overall_15","efficacy_overall_16","efficacy_overall_17","efficacy_overall_18","efficacy_overall_19","efficacy_overall_20","efficacy_overall_21","efficacy_overall_22","safety_overall_1","safety_overall_2","safety_overall_3","safety_overall_4","safety_overall_5","safety_overall_6","safety_overall_7","safety_overall_8","safety_overall_9","safety_overall_10","safety_overall_11","safety_overall_12","safety_overall_13","safety_overall_14","safety_overall_15","safety_overall_16","safety_overall_17","safety_overall_18","safety_overall_19","safety_overall_20","safety_overall_21","safety_overall_22","current_wave"
"DE","Orthopedic Surgery","Nordrhein-Westfalen","24055763-b46c-4794-999e-04ae3cd4f090","Completed","2020-05-06T07:54:13.665617","2020-05-06T07:51:59.419353","14bad299-a3d1-4a50-b888-fadd24bc627f","COVID-19 Global Study: Share Your Perspective","1","3","3","1","3",,,,,,,,,,,"2","5",,,"1,2,7",,,,,,,"2","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave7_en",7,"14bad299-a3d1-4a50-b888-fadd24bc627f",2.2374333333333336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"DE","Endocrinology","Hamburg","d1f4fa2f-556c-4e41-9d17-ac9cb0a621f7","Completed","2020-05-05T21:31:54.306575","2020-05-05T21:29:50.935015","14bad299-a3d1-4a50-b888-fadd24bc627f","COVID-19 Global Study: Share Your Perspective","1","3","3","1","2",,,,,,,,,,,"2","1",,,"1,2,5",,,,,,,"2","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave7_en",7,"14bad299-a3d1-4a50-b888-fadd24bc627f",2.0561833333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"DE","Nephrology","Baden-Württemberg","fdaaa5e3-04b7-4e38-ad4d-c848135380b3","Completed","2020-05-05T18:15:29.69469","2020-05-05T18:10:19.187637","14bad299-a3d1-4a50-b888-fadd24bc627f","COVID-19 Global Study: Share Your Perspective","1","6","2","1,2,3","3","2","1","1","18",,,,,,,"4","4","2","8","1,5,7","20",,,"2",,,"2","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave7_en",7,"14bad299-a3d1-4a50-b888-fadd24bc627f",5.175116666666667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"DE","Family Medicine / Practice (FP)","Bayern","c780ff85-02a2-4a44-bb1c-bd3a8a99a511","Completed","2020-05-05T18:05:59.522941","2020-05-05T18:02:42.809618","14bad299-a3d1-4a50-b888-fadd24bc627f","COVID-19 Global Study: Share Your Perspective","1","2","3","1,2","3","2","1","1","18",,,,,,,"2","1","2","8","1,5,7","19,21,22",,,"2",,,"1","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave7_en",7,"14bad299-a3d1-4a50-b888-fadd24bc627f",3.27855,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"DE","Radiology","Hessen","f267bad1-046f-4a1c-9b4c-b8b8333640e0","Completed","2020-05-05T17:02:15.59153","2020-05-05T17:01:14.140775","14bad299-a3d1-4a50-b888-fadd24bc627f","COVID-19 Global Study: Share Your Perspective","1","3","3","4",,,,,,,,,,,,,,,,"1,2,3",,,,,,,"1","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave7_en",7,"14bad299-a3d1-4a50-b888-fadd24bc627f",1.0241833333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"DE","Obstetrics & Gynecology","Sachsen","c001d39b-4fda-4139-b68c-e238cf3399ce","Completed","2020-05-05T12:12:45.531502","2020-05-05T12:09:53.475682","14bad299-a3d1-4a50-b888-fadd24bc627f","COVID-19 Global Study: Share Your Perspective","3","5","2","1","4",,,,,,,,,,,"1","1",,,"1,7,8",,,,,,,"1","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave7_en",7,"14bad299-a3d1-4a50-b888-fadd24bc627f",2.8676000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"DE","Anesthesiology",,"6dc89f1e-941b-4344-ac84-611d3120b404","Completed","2020-05-05T11:42:04.696733","2020-05-05T11:39:14.672082","14bad299-a3d1-4a50-b888-fadd24bc627f","COVID-19 Global Study: Share Your Perspective","1","2","3","4",,,,,,,,,,,,,,,,"1,2,7",,,,,,,"1","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave7_en",7,"14bad299-a3d1-4a50-b888-fadd24bc627f",2.8337333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"DE","General Practice (GP)","Niedersachsen","91047b58-3e76-4298-843b-d15e1725fef5","Completed","2020-05-05T11:17:49.721974","2020-05-05T11:16:08.288358","14bad299-a3d1-4a50-b888-fadd24bc627f","COVID-19 Global Study: Share Your Perspective","1","2","3","1,3","3",,,,,,,,,,,"2","1",,,"1,4,5",,,,,,,"1","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave7_en",7,"14bad299-a3d1-4a50-b888-fadd24bc627f",1.6905500000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"DE","Cardiology","Bayern","a96e2954-476e-4420-a704-f21975413f1e","Completed","2020-05-05T08:56:41.48822","2020-05-05T06:14:42.67804","14bad299-a3d1-4a50-b888-fadd24bc627f","COVID-19 Global Study: Share Your Perspective","2","4","3","4",,,,,,,,,,,,,,,,"1,2,5",,,,,,,"1","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave7_en",7,"14bad299-a3d1-4a50-b888-fadd24bc627f",161.98016666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"DE","General Practice (GP)","Hamburg","9d78e93f-3b7e-4051-99d8-98c468905a89","Completed","2020-05-05T08:15:35.845381","2020-05-05T08:12:37.100343","14bad299-a3d1-4a50-b888-fadd24bc627f","COVID-19 Global Study: Share Your Perspective","1","1","3","1,2,3","3","3","1","1","18",,,,,,,"6","6","1","6","1,5,6","19,20",,,"1","1","?","1","-1","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave7_en",7,"14bad299-a3d1-4a50-b888-fadd24bc627f",2.9790833333333335,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"DE","Dermatology","Hessen","1323cdea-7227-44f9-b059-e08ffea2d240","Completed","2020-05-05T07:44:23.865851","2020-05-05T07:42:47.00915","14bad299-a3d1-4a50-b888-fadd24bc627f","COVID-19 Global Study: Share Your Perspective","2","2","2","1","3",,,,,,,,,,,"6","6",,,"1,2,4",,,,,,,"2","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave7_en",7,"14bad299-a3d1-4a50-b888-fadd24bc627f",1.6142666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"DE","Nephrology",,"42d553e6-e30f-4792-8e48-ec7647c84c38","Completed","2020-05-05T06:43:29.716803","2020-05-05T06:41:32.798182","14bad299-a3d1-4a50-b888-fadd24bc627f","COVID-19 Global Study: Share Your Perspective","1","3","3","3",,,,,,,,,,,,,,,,"1,2,7",,,,,,,"1","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave7_en",7,"14bad299-a3d1-4a50-b888-fadd24bc627f",1.9486333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"DE","Gastroenterology","Niedersachsen","32864835-c1fe-40e1-994b-fd7049329fbd","Completed","2020-05-04T21:06:26.204639","2020-05-04T20:59:21.763244","14bad299-a3d1-4a50-b888-fadd24bc627f","COVID-19 Global Study: Share Your Perspective","2","1","3","1,2,3","2","1","7","7",,"7,16","3","4","7,16","4","4","2","2","2","2,4","3,4,5",,"6,15,17,18,19,20","2,6,10,11,14,15,17,20,21","2",,,"1","0",,,,,,"4","3","4","3","2","3","Ablebto reduce the spray ob icu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave7_en",7,"14bad299-a3d1-4a50-b888-fadd24bc627f",7.074016666666666,4,,,,,,,"3",,,,,,,,,"4",,,,,,,,,,,,,"3",,,,,,,,,"4",,,,,,,0
"DE","Oncology - Clinical Oncology / Radiation Oncology","Baden-Württemberg","21facf89-2252-4cfe-bc89-5102fb7141ed","Completed","2020-05-04T20:32:22.393915","2020-05-04T20:31:11.943508","14bad299-a3d1-4a50-b888-fadd24bc627f","COVID-19 Global Study: Share Your Perspective","2","5","3","1","2",,,,,,,,,,,"2","4",,,"2,5,7",,,,,,,"2","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave7_en",7,"14bad299-a3d1-4a50-b888-fadd24bc627f",1.1741666666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"DE","General Practice (GP)",,"b44377a7-9e57-4a3e-bee1-883649a5989c","Completed","2020-05-04T18:36:34.499902","2020-05-04T18:31:58.924363","14bad299-a3d1-4a50-b888-fadd24bc627f","COVID-19 Global Study: Share Your Perspective","3","2","1","1","4",,,,,,,,,,,"1","1",,,"1,2,5",,,,,,,"1","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave7_en",7,"14bad299-a3d1-4a50-b888-fadd24bc627f",4.5929166666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"DE","General Practice (GP)","Baden-Württemberg","bd4fd6e5-8300-4dcb-9ae7-0c359c2718e4","Completed","2020-05-04T10:50:51.490693","2020-05-04T10:45:39.593067","14bad299-a3d1-4a50-b888-fadd24bc627f","COVID-19 Global Study: Share Your Perspective","1","2","1","1,2","3","3","1","1","16",,,,,,,"3","1","2","2,5","1,2,6","6,7,13,20,23,25",,,"2",,,"1","-1",,,,,,,,,,,,,"3","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave7_en",7,"14bad299-a3d1-4a50-b888-fadd24bc627f",5.198283333333333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"DE","Dermatology",,"b5b0353a-6afe-47d7-8591-50929d0e4641","Completed","2020-05-04T09:44:01.857286","2020-05-04T09:41:21.676","14bad299-a3d1-4a50-b888-fadd24bc627f","COVID-19 Global Study: Share Your Perspective","3","4","3","4",,,,,,,,,,,,,,,,"1,4,6",,,,,,,"1","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave7_en",7,"14bad299-a3d1-4a50-b888-fadd24bc627f",2.6696833333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"DE","Rheumatology","Berlin","a0d09ae3-7739-43cc-a67e-888d66c313a7","Completed","2020-05-04T08:39:43.801815","2020-05-04T08:30:36.020075","14bad299-a3d1-4a50-b888-fadd24bc627f","COVID-19 Global Study: Share Your Perspective","3","3","3","1","2",,,,,,,,,,,"3","3",,,"1,5,7",,,,,,,"2","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave7_en",7,"14bad299-a3d1-4a50-b888-fadd24bc627f",9.129683333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"DE","Anesthesiology",,"18319b7a-9a68-46d4-aa6f-b22f9f5cb97d","Completed","2020-05-04T07:38:20.868828","2020-05-04T07:26:11.975222","14bad299-a3d1-4a50-b888-fadd24bc627f","COVID-19 Global Study: Share Your Perspective","2","1","3","4",,,,,,,,,,,,,,,,"3,4,7",,,,,,,"2","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave7_en",7,"14bad299-a3d1-4a50-b888-fadd24bc627f",12.148216666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"DE","Orthopedic Surgery","Berlin","7186b385-8ff8-4216-9699-6dcc9a39c85c","Completed","2020-05-04T07:35:58.657495","2020-05-04T06:36:45.146309","14bad299-a3d1-4a50-b888-fadd24bc627f","COVID-19 Global Study: Share Your Perspective","2","2","4","1","5",,,,,,,,,,,"3","2",,,"1,5,7",,,,,,,"2","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave7_en",7,"14bad299-a3d1-4a50-b888-fadd24bc627f",59.225183333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
