"country","specialty","state","respondentId","surveyStatus","lastInteraction","firstInteraction","studyId","title","Q1","Q3","Q4","Q5","Q26","Q27","Q28","Q2","Q6","Q7-1","Q7-2","Q7-3","Q9","Q10","Q12-4","Q12-5","Q12-7","Q12-14","Q13-2","Q13-5","Q13-7","Q13-14","Q15-4","Q15-5","Q15-7","Q15-14","Q16-2","Q16-5","Q16-7","Q16-14","Q17","Q18","Q19","Q24","Q25","Q12-2","Q12-3","Q12-9","Q12-11","Q12-13","Q13-3","Q13-4","Q13-11","Q13-13","Q15-2","Q15-3","Q15-9","Q15-11","Q15-13","Q16-3","Q16-4","Q16-11","Q16-13","Q20","Q21-1","Q21-2","Q22-1","Q22-2","Q22-3","Q22-4","Q22-5","Q22-6","Q22-7","Q22-8","Q23","Q13-9","Q16-9","Q8","Q12-12","Q13-1","Q13-12","Q15-12","Q16-1","Q16-12","Q11-2","Q11-5","Q11-11","Q11-13","Q14-2","Q14-5","Q14-11","Q14-13","Q12-8","Q13-8","Q15-8","Q16-8","Q13-15","Q16-15","Q11-4","Q14-4","Q11-9","Q14-9","Q12-17","Q15-17","Q11-1","Q11-19","Q14-1","Q14-19","Q11-12","Q14-12","Q12-10","Q13-10","Q15-10","Q16-10","Q11-7","Q14-7","Q12-1","Q12-6","Q15-1","Q15-6","Q13-17","Q13-19","Q16-17","Q16-19","Q13-6","Q16-6","Q11-10","Q14-10","Q12-19","Q13-18","Q15-19","Q16-18","Q12-15","Q15-15","Q11-8","Q11-17","Q14-8","Q14-17","Q11-3","Q14-3","Q12-18","Q15-18","Q13-16","Q13-20","Q16-16","Q16-20","Q11-14","Q11-21","Q12-21","Q14-14","Q14-21","Q15-21","Q12-16","Q15-16","Q12-20","Q15-20","Q11-16","Q14-16","Q11-18","Q14-18","Q11-6","Q14-6","Q11-15","Q14-15","Q11-20","Q14-20","Q13-21","Q16-21","label","WAVE","pulseId","surveyTime","current_wave","treatment_setting","efficacy_overall_1","efficacy_overall_2","efficacy_overall_3","efficacy_overall_4","efficacy_overall_5","efficacy_overall_6","efficacy_overall_7","efficacy_overall_8","efficacy_overall_9","efficacy_overall_10","efficacy_overall_11","efficacy_overall_12","efficacy_overall_13","efficacy_overall_14","efficacy_overall_15","efficacy_overall_16","efficacy_overall_17","efficacy_overall_18","efficacy_overall_19","efficacy_overall_20","efficacy_overall_21","efficacy_overall_22","safety_overall_1","safety_overall_2","safety_overall_3","safety_overall_4","safety_overall_5","safety_overall_6","safety_overall_7","safety_overall_8","safety_overall_9","safety_overall_10","safety_overall_11","safety_overall_12","safety_overall_13","safety_overall_14","safety_overall_15","safety_overall_16","safety_overall_17","safety_overall_18","safety_overall_19","safety_overall_20","safety_overall_21","safety_overall_22"
"US","Dermatology","Maryland","b5c9c50e-829f-4407-a51b-258f90734798","Completed","2020-04-20T21:33:10.258613","2020-04-20T21:31:15.700575","ebdfbc19-a3aa-410a-98f7-1b767b3e9dce","The world needs your perspective on COVID-19","3","5","1","4","2","7","2,3,5","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave5_en",5,"ebdfbc19-a3aa-410a-98f7-1b767b3e9dce",1.9093000000000002,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","General Surgery","New York","3fd99eb3-12e4-442b-8711-ec7f009a525e","Completed","2020-04-23T21:07:40.910858","2020-04-20T21:45:28.995542","ebdfbc19-a3aa-410a-98f7-1b767b3e9dce","The world needs your perspective on COVID-19","1","5","2","2,3","2","4","3,7,9","-1",,"1","7","7","2,3,4,7,9,11,13,14","2,3,4,7,11,13,14","1",,"1","1","1",,"1","1","3",,"3","3","3",,"3","3","2","2","5","6","5","1","1","1","1","1","1","1","1","1","3","3","3","3","3","3","3","3","3","1,2,5","4","4","1","2","5","4","3","6","8","7","​",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave5_en",5,"ebdfbc19-a3aa-410a-98f7-1b767b3e9dce",4282.198583333334,0,4,,"1","1","1",,,"1",,,,"1",,"1","1",,,,,,,,,,"3","3","3",,,"3",,,,"3",,"3","3",,,,,,,,
"US","Family Medicine / Practice (FP)","Colorado","a69968e0-ba2f-4832-8f57-3c298cc4776e","Completed","2020-04-20T20:59:43.149037","2020-04-20T20:57:00.108491","ebdfbc19-a3aa-410a-98f7-1b767b3e9dce","The world needs your perspective on COVID-19","3","6","1","4","2","2","2,3,5","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave5_en",5,"ebdfbc19-a3aa-410a-98f7-1b767b3e9dce",2.71735,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Internal Medicine","Louisiana","c4109346-9a9f-4bd1-acf2-eb9776c2462e","Completed","2020-04-20T21:50:12.343929","2020-04-20T21:47:32.20952","ebdfbc19-a3aa-410a-98f7-1b767b3e9dce","The world needs your perspective on COVID-19","2","3","3","4","2","7","3,5,7","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave5_en",5,"ebdfbc19-a3aa-410a-98f7-1b767b3e9dce",2.6689,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Family Medicine / Practice (FP)","Michigan","1cd28c38-233a-42d6-81a2-14400fffed84","Completed","2020-04-20T22:26:32.79049","2020-04-20T22:22:56.689514","ebdfbc19-a3aa-410a-98f7-1b767b3e9dce","The world needs your perspective on COVID-19","3","5","2","4","1",,"1,6,9","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave5_en",5,"ebdfbc19-a3aa-410a-98f7-1b767b3e9dce",3.6016833333333333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Family Medicine / Practice (FP)","New York","0ffae0ee-477d-4008-a581-7aaabad28fe8","Completed","2020-04-20T21:27:15.741105","2020-04-20T21:25:11.792798","ebdfbc19-a3aa-410a-98f7-1b767b3e9dce","The world needs your perspective on COVID-19","3","2","2","1","1",,"2,3,10","3","3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave5_en",5,"ebdfbc19-a3aa-410a-98f7-1b767b3e9dce",2.0658166666666666,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Urology","Florida","21e8ff88-c88f-4875-9fe6-96119da7d3a9","Completed","2020-04-24T10:51:46.935389","2020-04-24T10:50:02.59452","ebdfbc19-a3aa-410a-98f7-1b767b3e9dce","The world needs your perspective on COVID-19","2","2","3","4","2","3","1,5,6","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave5_en",5,"ebdfbc19-a3aa-410a-98f7-1b767b3e9dce",1.7390166666666667,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Ophthalmology","Pennsylvania","7dd4ba38-c318-4163-b34d-9005a377e034","Completed","2020-04-24T12:00:28.243387","2020-04-24T11:58:52.40229","ebdfbc19-a3aa-410a-98f7-1b767b3e9dce","The world needs your perspective on COVID-19","2","2","3","4","1",,"5,6,7","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave5_en",5,"ebdfbc19-a3aa-410a-98f7-1b767b3e9dce",1.5973499999999998,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Family Medicine / Practice (FP)","Hawaii","6880eebc-b623-409d-af4a-88c182f77cb8","Completed","2020-04-21T07:47:41.311546","2020-04-21T07:43:08.978316","ebdfbc19-a3aa-410a-98f7-1b767b3e9dce","The world needs your perspective on COVID-19","2","3","3","4","2","7","1,2,5","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave5_en",5,"ebdfbc19-a3aa-410a-98f7-1b767b3e9dce",4.538883333333334,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Obstetrics & Gynecology","South Carolina","7a9384e0-e5a1-450c-910e-99244ccef253","Completed","2020-04-21T10:07:11.705265","2020-04-21T10:05:18.787822","ebdfbc19-a3aa-410a-98f7-1b767b3e9dce","The world needs your perspective on COVID-19","2","1","1","4","2","5","3,4,10","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave5_en",5,"ebdfbc19-a3aa-410a-98f7-1b767b3e9dce",1.8819666666666668,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Anesthesiology","New York","ea795275-2d16-4627-854b-94c766747118","Completed","2020-04-21T01:10:32.861619","2020-04-21T01:06:53.713882","ebdfbc19-a3aa-410a-98f7-1b767b3e9dce","The world needs your perspective on COVID-19","3","3","2","4","2","7","3,7,9","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave5_en",5,"ebdfbc19-a3aa-410a-98f7-1b767b3e9dce",3.6524666666666668,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Pediatrics (excluding surgery)","New York","439c5b1f-f7f0-4095-906d-40b7494b1cb4","Completed","2020-04-21T01:11:19.37544","2020-04-21T01:09:27.989164","ebdfbc19-a3aa-410a-98f7-1b767b3e9dce","The world needs your perspective on COVID-19","1","2","2","3","2","4","4,7,9","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave5_en",5,"ebdfbc19-a3aa-410a-98f7-1b767b3e9dce",1.8564333333333332,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Dermatology","Georgia","71f2e25f-75ab-4592-8838-e6f76cd667cf","Completed","2020-04-21T01:11:48.983691","2020-04-21T01:09:48.191472","ebdfbc19-a3aa-410a-98f7-1b767b3e9dce","The world needs your perspective on COVID-19","3","4","2","4","1",,"5,7,8","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave5_en",5,"ebdfbc19-a3aa-410a-98f7-1b767b3e9dce",2.0132,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Rheumatology","Ohio","90e4114c-a8a4-46f7-afa8-b8176ec497ac","Completed","2020-04-21T02:38:10.719985","2020-04-21T02:34:45.696695","ebdfbc19-a3aa-410a-98f7-1b767b3e9dce","The world needs your perspective on COVID-19","2","3","1","4","2","1","2,3,9","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave5_en",5,"ebdfbc19-a3aa-410a-98f7-1b767b3e9dce",3.41705,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Pathology","New Mexico","b6af1249-4b25-45f4-8009-f9510c09c837","Completed","2020-04-20T22:50:15.094702","2020-04-20T22:48:13.021314","ebdfbc19-a3aa-410a-98f7-1b767b3e9dce","The world needs your perspective on COVID-19","4","1","3","4","1",,"2,7,10","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave5_en",5,"ebdfbc19-a3aa-410a-98f7-1b767b3e9dce",2.03455,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Cardiology","Pennsylvania","67f5f50d-f166-485b-a63f-b4f016b84618","Completed","2020-04-21T00:52:53.637132","2020-04-21T00:48:08.663825","ebdfbc19-a3aa-410a-98f7-1b767b3e9dce","The world needs your perspective on COVID-19","1","3","2","4","1",,"2,3,10","-1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave5_en",5,"ebdfbc19-a3aa-410a-98f7-1b767b3e9dce",4.7495666666666665,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Ophthalmology","Texas","7b05f47c-8012-4fcc-b47b-c3bdffcf74ed","Completed","2020-04-21T00:38:28.436331","2020-04-21T00:37:38.73516","ebdfbc19-a3aa-410a-98f7-1b767b3e9dce","The world needs your perspective on COVID-19","2","3","2","4","2","3","3,5,9","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave5_en",5,"ebdfbc19-a3aa-410a-98f7-1b767b3e9dce",0.82835,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US","Infectious Diseases","California","10520258-69e0-41b1-ae03-da7f75ce8546","Completed","2020-04-21T01:38:49.248873","2020-04-21T01:33:03.152974","ebdfbc19-a3aa-410a-98f7-1b767b3e9dce","The world needs your perspective on COVID-19","4","3","1","1,2","2","7","2,3,5","3","3","2","4","2","2","2,7",,,,,"6",,"6",,,,,,"4",,"2",,"2","1","2","6","4","2",,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wave5_en",5,"ebdfbc19-a3aa-410a-98f7-1b767b3e9dce",5.768266666666666,0,4,,"2",,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,
